20:05:42 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
22:04:31 | WARNING | scraper |    ⚠️ No rows found on page 2. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p2.png
22:04:31 | INFO    | scraper |    Found 0 rows on page 2
22:04:31 | INFO    | scraper | 📄 Scraping page 3...
22:04:41 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 3
22:04:43 | WARNING | scraper |    ⚠️ No rows found on page 3. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p3.png
22:04:43 | INFO    | scraper |    Found 0 rows on page 3
22:04:43 | INFO    | scraper | 📄 Scraping page 4...
22:04:53 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 4
22:04:54 | WARNING | scraper |    ⚠️ No rows found on page 4. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p4.png
22:04:55 | INFO    | scraper |    Found 0 rows on page 4
22:04:55 | INFO    | scraper | 📄 Scraping page 5...
22:05:05 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 5
22:05:07 | WARNING | scraper |    ⚠️ No rows found on page 5. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p5.png
22:05:07 | INFO    | scraper |    Found 0 rows on page 5
22:05:07 | INFO    | scraper | 📄 Scraping page 6...
22:05:17 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 6
22:05:18 | WARNING | scraper |    ⚠️ No rows found on page 6. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p6.png
22:05:18 | INFO    | scraper |    Found 0 rows on page 6
22:05:18 | INFO    | scraper | 🏁 Scraping complete. Found 0 candidates.
22:05:18 | INFO    | scraper | 🔒 Browser closed
22:08:07 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
22:08:15 | INFO    | main | 🔌 WebSocket connected
22:08:15 | INFO    | main | 🎯 Search started: target=10 domains
22:08:16 | INFO    | scraper | ♻️  Reusing saved session from auth.json
22:08:16 | INFO    | scraper | ✅ Browser started (headless=True)
22:08:16 | INFO    | scraper | Keys: Verifying saved session...
22:08:17 | INFO    | scraper | 📍 Warmed up on www: https://www.expireddomains.net/
22:08:18 | INFO    | scraper | 📍 Verification page loaded: https://member.expireddomains.net/
22:08:21 | INFO    | scraper | 📍 Current URL: https://member.expireddomains.net/
22:08:21 | INFO    | scraper | 📄 Page Title: Homepage » ExpiredDomains.net
22:08:21 | INFO    | scraper | ✅ Session valid — already authenticated!
22:08:22 | INFO    | scraper | 📍 Arrived at Deleted .com section: https://member.expireddomains.net/domains/expiredcom/
22:08:26 | INFO    | scraper | 🔘 Clicking 'Show Filter'...
22:08:28 | INFO    | scraper | 📅 Setting age filter in dropdown...
22:08:28 | INFO    | scraper | 🚀 Submitting filters...
22:08:34 | INFO    | scraper | 📍 Final search URL after filters: https://member.expireddomains.net/domains/expiredcom/?o=bl&r=d&fwhoisage=2010
22:08:34 | INFO    | scraper | 📄 Scraping page 2...
22:08:44 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 2
22:08:46 | WARNING | scraper |    ⚠️ No rows found on page 2. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p2.png
22:08:46 | INFO    | scraper |    Found 0 rows on page 2
22:08:46 | INFO    | scraper | 📄 Scraping page 3...
22:08:57 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 3
22:08:59 | WARNING | scraper |    ⚠️ No rows found on page 3. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p3.png
22:08:59 | INFO    | scraper |    Found 0 rows on page 3
22:08:59 | INFO    | scraper | 📄 Scraping page 4...
22:09:09 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 4
22:09:10 | WARNING | scraper |    ⚠️ No rows found on page 4. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p4.png
22:09:10 | INFO    | scraper |    Found 0 rows on page 4
22:09:10 | INFO    | scraper | 📄 Scraping page 5...
22:09:21 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 5
22:09:23 | WARNING | scraper |    ⚠️ No rows found on page 5. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p5.png
22:09:23 | INFO    | scraper |    Found 0 rows on page 5
22:09:23 | INFO    | scraper | 📄 Scraping page 6...
22:09:34 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 6
22:09:36 | WARNING | scraper |    ⚠️ No rows found on page 6. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p6.png
22:09:36 | INFO    | scraper |    Found 0 rows on page 6
22:09:36 | INFO    | scraper | 🏁 Scraping complete. Found 0 candidates.
22:09:36 | INFO    | scraper | 🔒 Browser closed
22:12:28 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
22:12:41 | INFO    | main | 🔌 WebSocket connected
22:12:41 | INFO    | main | 🎯 Search started: target=10 domains
22:12:42 | INFO    | scraper | ♻️  Reusing saved session from auth.json
22:12:42 | INFO    | scraper | ✅ Browser started (headless=True)
22:12:42 | INFO    | scraper | Keys: Verifying saved session...
22:12:44 | INFO    | scraper | 📍 Warmed up on www: https://www.expireddomains.net/
22:12:44 | INFO    | scraper | 📍 Verification page loaded: https://www.expireddomains.net/login/
22:12:47 | INFO    | scraper | 📍 Current URL: https://www.expireddomains.net/login/
22:12:47 | INFO    | scraper | 📄 Page Title: Login
22:12:47 | WARNING | scraper | 📍 Redirected to login page. Session is likely invalid.
22:12:47 | ERROR   | scraper | ❌ Session expired or invalid. Current URL: https://www.expireddomains.net/login/. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\session_fail.png. Delete auth.json and run 'python auth_setup.py' again.
22:12:47 | INFO    | scraper | 🔒 Browser closed
22:15:09 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
22:15:13 | INFO    | main | 🔌 WebSocket connected
22:15:13 | INFO    | main | 🎯 Search started: target=10 domains
22:15:14 | INFO    | scraper | ♻️  Reusing saved session from auth.json
22:15:15 | INFO    | scraper | ✅ Browser started (headless=True)
22:15:15 | INFO    | scraper | Keys: Verifying saved session...
22:15:16 | INFO    | scraper | 📍 Warmed up on www: https://www.expireddomains.net/
22:15:16 | INFO    | scraper | 📍 Verification page loaded: https://www.expireddomains.net/login/
22:15:20 | INFO    | scraper | 📍 Current URL: https://www.expireddomains.net/login/
22:15:20 | INFO    | scraper | 📄 Page Title: Login
22:15:20 | WARNING | scraper | 📍 Redirected to login page. Session is likely invalid.
22:15:20 | ERROR   | scraper | ❌ Session expired or invalid. Current URL: https://www.expireddomains.net/login/. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\session_fail.png. Delete auth.json and run 'python auth_setup.py' again.
22:15:20 | INFO    | scraper | 🔒 Browser closed
17:13:16 | INFO    | registrator | 📧 Created temp mail: z8ch7n244u@dollicons.com
17:13:16 | INFO    | registrator | 🌐 Navigating to registration page...
17:18:18 | INFO    | registrator | 📧 Created temp mail: udun4ze7e4@dollicons.com
17:18:18 | INFO    | registrator | 🌐 Navigating to registration page...
17:18:19 | INFO    | registrator | 🚀 Submitting registration form for auto_test_user...
17:18:20 | INFO    | registrator | ✅ Registration form submitted successfully!
17:18:20 | INFO    | registrator | ⏳ Waiting for activation email (token=eyJ0eXAiOi)...
17:20:36 | INFO    | registrator | 📧 Created temp mail: 3i6wet4mjy@dollicons.com
17:20:36 | INFO    | registrator | 🌐 Navigating to registration page...
17:20:38 | INFO    | registrator | 🚀 Submitting registration form for vbbotmlmy...
17:20:39 | ERROR   | registrator | ❌ Registration failed. Check page content for errors.
17:21:04 | INFO    | registrator | 📧 Created temp mail: rraz6dnp6y@dollicons.com
17:21:04 | INFO    | registrator | 🌐 Navigating to registration page...
17:21:05 | INFO    | registrator | 🚀 Submitting registration form for vbbotfinal1...
17:21:06 | ERROR   | registrator | ❌ Registration failed. Check page content for errors.
17:26:17 | INFO    | registrator | 📧 Created temp mail: pzw1vmtwmu@dollicons.com
17:26:17 | INFO    | registrator | 🌐 Navigating to registration page...
17:26:18 | INFO    | registrator | 🚀 Submitting registration form for vbbot6384...
17:26:20 | ERROR   | registrator | ❌ Registration failed: Unknown error
17:31:56 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
17:32:02 | INFO    | main | 🔌 WebSocket connected
17:32:02 | INFO    | main | 🎯 Search started: target=10 domains
17:32:03 | ERROR   | main | 💥 Search error: name 'pw' is not defined
Traceback (most recent call last):
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\main.py", line 87, in websocket_search
    await scraper.start()
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\core\scraper.py", line 99, in start
    self._browser = await pw.chromium.launch(
                          ^^
NameError: name 'pw' is not defined. Did you mean: 'pow'?
17:32:41 | INFO    | main | 🔌 WebSocket connected
17:32:41 | INFO    | main | 🎯 Search started: target=10 domains
17:32:42 | ERROR   | main | 💥 Search error: name 'pw' is not defined
Traceback (most recent call last):
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\main.py", line 87, in websocket_search
    await scraper.start()
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\core\scraper.py", line 99, in start
    self._browser = await self._pw.chromium.launch(
                          ^^
NameError: name 'pw' is not defined. Did you mean: 'pow'?
17:32:54 | INFO    | main | 🔌 WebSocket connected
17:32:54 | INFO    | main | 🎯 Search started: target=10 domains
17:32:55 | ERROR   | main | 💥 Search error: name 'pw' is not defined
Traceback (most recent call last):
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\main.py", line 87, in websocket_search
    await scraper.start()
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\core\scraper.py", line 99, in start
    self._browser = await self._pw.chromium.launch(
                          ^^
NameError: name 'pw' is not defined. Did you mean: 'pow'?
17:36:35 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
17:36:44 | INFO    | main | 🔌 WebSocket connected
17:36:44 | INFO    | main | 🎯 Search started: target=10 domains
17:36:44 | ERROR   | main | 💥 Search error: 
Traceback (most recent call last):
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\main.py", line 87, in websocket_search
    await scraper.start()
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\core\scraper.py", line 84, in start
    self._pw = await async_playwright().start()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 51, in start
    return await self.__aenter__()
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 46, in __aenter__
    playwright = AsyncPlaywright(next(iter(done)).result())
                                 ~~~~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\_impl\_transport.py", line 120, in connect
    self._proc = await asyncio.create_subprocess_exec(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<9 lines>...
    )
    ^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\subprocess.py", line 224, in create_subprocess_exec
    transport, protocol = await loop.subprocess_exec(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
        stderr=stderr, **kwds)
        ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 1798, in subprocess_exec
    transport = await self._make_subprocess_transport(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        protocol, popen_args, False, stdin, stdout, stderr,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        bufsize, **kwargs)
        ^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 533, in _make_subprocess_transport
    raise NotImplementedError
NotImplementedError
17:46:08 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
17:47:22 | INFO    | main | 🔌 WebSocket connected
17:47:22 | INFO    | main | 🎯 Search started: target=10 domains
17:47:22 | ERROR   | main | 💥 Search error: 
Traceback (most recent call last):
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\main.py", line 105, in websocket_search
    start_ok = await scraper.start()
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\core\scraper.py", line 87, in start
    self._pw = await async_playwright().start()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 51, in start
    return await self.__aenter__()
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 46, in __aenter__
    playwright = AsyncPlaywright(next(iter(done)).result())
                                 ~~~~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\_impl\_transport.py", line 120, in connect
    self._proc = await asyncio.create_subprocess_exec(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<9 lines>...
    )
    ^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\subprocess.py", line 224, in create_subprocess_exec
    transport, protocol = await loop.subprocess_exec(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
        stderr=stderr, **kwds)
        ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 1798, in subprocess_exec
    transport = await self._make_subprocess_transport(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        protocol, popen_args, False, stdin, stdout, stderr,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        bufsize, **kwargs)
        ^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 533, in _make_subprocess_transport
    raise NotImplementedError
NotImplementedError
17:48:09 | INFO    | main | 🔌 WebSocket connected
17:48:09 | INFO    | main | 🎯 Search started: target=10 domains
17:48:09 | ERROR   | main | 💥 Search error: 
Traceback (most recent call last):
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\main.py", line 105, in websocket_search
    start_ok = await scraper.start()
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\core\scraper.py", line 87, in start
    self._pw = await async_playwright().start()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 51, in start
    return await self.__aenter__()
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 46, in __aenter__
    playwright = AsyncPlaywright(next(iter(done)).result())
                                 ~~~~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\_impl\_transport.py", line 120, in connect
    self._proc = await asyncio.create_subprocess_exec(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<9 lines>...
    )
    ^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\subprocess.py", line 224, in create_subprocess_exec
    transport, protocol = await loop.subprocess_exec(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
        stderr=stderr, **kwds)
        ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 1798, in subprocess_exec
    transport = await self._make_subprocess_transport(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        protocol, popen_args, False, stdin, stdout, stderr,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        bufsize, **kwargs)
        ^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 533, in _make_subprocess_transport
    raise NotImplementedError
NotImplementedError
17:49:27 | INFO    | main | 🔌 WebSocket connected
17:49:27 | INFO    | main | 🎯 Search started: target=10 domains
17:49:27 | ERROR   | main | 💥 Search error: 
Traceback (most recent call last):
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\main.py", line 106, in websocket_search
    await temp_scraper.start() # This will use a guest context
    ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\core\scraper.py", line 87, in start
    self._pw = await async_playwright().start()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 51, in start
    return await self.__aenter__()
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\async_api\_context_manager.py", line 46, in __aenter__
    playwright = AsyncPlaywright(next(iter(done)).result())
                                 ~~~~~~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\Alex\OneDrive\Рабочий стол\Agents\.venv\Lib\site-packages\playwright\_impl\_transport.py", line 120, in connect
    self._proc = await asyncio.create_subprocess_exec(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<9 lines>...
    )
    ^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\subprocess.py", line 224, in create_subprocess_exec
    transport, protocol = await loop.subprocess_exec(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
        stderr=stderr, **kwds)
        ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 1798, in subprocess_exec
    transport = await self._make_subprocess_transport(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        protocol, popen_args, False, stdin, stdout, stderr,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        bufsize, **kwargs)
        ^^^^^^^^^^^^^^^^^^
  File "C:\Users\Alex\AppData\Local\Python\pythoncore-3.14-64\Lib\asyncio\base_events.py", line 533, in _make_subprocess_transport
    raise NotImplementedError
NotImplementedError
17:57:17 | INFO    | main | 📦 Initializing database...
17:57:17 | INFO    | main | ✅ Database initialized.
17:57:17 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
17:57:18 | INFO    | main | 📦 Initializing database...
17:57:18 | INFO    | main | ✅ Database initialized.
17:57:18 | INFO    | main | 📦 Initializing database...
17:57:18 | INFO    | main | ✅ Database initialized.
17:57:23 | INFO    | main | 🔌 WebSocket connected
17:57:23 | INFO    | main | 🎯 Search started: target=10 domains
17:57:23 | ERROR   | main | ❌ Auto-registration failed: 
17:57:23 | INFO    | scraper | 🔒 Browser closed
17:57:23 | INFO    | scraper | 🔒 Browser closed
17:58:21 | INFO    | main | 📦 Initializing database...
17:58:21 | INFO    | main | ✅ Database initialized.
17:58:22 | INFO    | main | 📦 Initializing database...
17:58:22 | INFO    | main | ✅ Database initialized.
17:58:58 | INFO    | main | 📦 Initializing database...
17:58:58 | INFO    | main | ✅ Database initialized.
17:58:58 | INFO    | main | 📦 Initializing database...
17:58:58 | INFO    | main | ✅ Database initialized.
17:58:58 | INFO    | main | 🔧 Lifespan: WindowsProactorEventLoopPolicy enforced.
17:59:12 | INFO    | main | 📦 Initializing database...
17:59:12 | INFO    | main | ✅ Database initialized.
17:59:12 | INFO    | main | 📦 Initializing database...
17:59:12 | INFO    | main | ✅ Database initialized.
17:59:12 | INFO    | main | 🔧 Lifespan: WindowsProactorEventLoopPolicy enforced.
17:59:58 | INFO    | main | 🔌 WebSocket connected
17:59:58 | INFO    | main | 🎯 Search started: target=10 domains
17:59:58 | ERROR   | main | ❌ Auto-registration failed: 
17:59:58 | INFO    | scraper | 🔒 Browser closed
17:59:58 | INFO    | scraper | 🔒 Browser closed
18:02:53 | INFO    | main | 📦 Initializing database...
18:02:53 | INFO    | main | ✅ Database initialized.
18:02:53 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
18:02:55 | INFO    | main | 📦 Initializing database...
18:02:55 | INFO    | main | ✅ Database initialized.
18:02:55 | INFO    | main | 📦 Initializing database...
18:02:55 | INFO    | main | ✅ Database initialized.
18:02:55 | INFO    | main | 🔧 Lifespan: WindowsProactorEventLoopPolicy enforced.
18:14:51 | INFO    | main | 📦 Initializing database...
18:14:51 | INFO    | main | ✅ Database initialized.
18:14:51 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
18:14:52 | INFO    | main | 📦 Initializing database...
18:14:52 | INFO    | main | ✅ Database initialized.
18:14:52 | INFO    | main | 📦 Initializing database...
18:14:52 | INFO    | main | ✅ Database initialized.
18:14:52 | INFO    | main | 🔧 Lifespan: WindowsProactorEventLoopPolicy enforced.
18:15:06 | INFO    | main | 🔌 WebSocket connected
18:15:06 | INFO    | main | 🎯 Search started: target=10 domains
18:15:06 | ERROR   | main | ❌ Auto-registration failed: 
18:15:06 | INFO    | scraper | 🔒 Browser closed
18:15:06 | INFO    | scraper | 🔒 Browser closed
18:17:57 | INFO    | main | 📦 Initializing database...
18:17:57 | INFO    | main | ✅ Database initialized.
18:17:57 | INFO    | main | 📦 Initializing database...
18:17:57 | INFO    | main | ✅ Database initialized.
18:17:57 | INFO    | main | 🔧 Lifespan: Current loop type: _WindowsSelectorEventLoop
18:17:57 | INFO    | main | 🔧 Lifespan: WindowsProactorEventLoopPolicy enforced.
18:17:57 | INFO    | main | 🔌 WebSocket connected
18:17:57 | INFO    | main | 🔌 WebSocket disconnected
18:17:59 | INFO    | main | 🔌 WebSocket connected
18:17:59 | INFO    | main | 🎯 Search started: target=10 domains
18:17:59 | ERROR   | main | ❌ Auto-registration failed: 
18:17:59 | INFO    | scraper | 🔒 Browser closed
18:17:59 | INFO    | scraper | 🔒 Browser closed
18:18:15 | INFO    | main | 📦 Initializing database...
18:18:15 | INFO    | main | ✅ Database initialized.
18:18:15 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
18:18:15 | INFO    | main | 🔧 Lifespan: Current loop type: ProactorEventLoop
18:18:15 | INFO    | main | 🔧 Lifespan: WindowsProactorEventLoopPolicy enforced.
18:18:31 | INFO    | main | 🔌 WebSocket connected
18:18:31 | INFO    | main | 🎯 Search started: target=10 domains
18:18:32 | WARNING | scraper | ⚠️ No active accounts in pool. Starting in guest mode.
18:18:33 | INFO    | scraper | ♻️  Legacy reuse: auth.json
18:18:34 | INFO    | scraper | ✅ Browser started for guest
18:18:36 | INFO    | registrator | 📧 Created temp mail: qkc296wcy5@dollicons.com
18:18:36 | INFO    | registrator | 🌐 Navigating to registration page...
18:18:40 | INFO    | registrator | ✍️ Filling registration form (username=artemcjan)...
18:18:40 | INFO    | registrator | 🚀 Submitting registration form...
18:18:42 | ERROR   | registrator | ❌ Registration failed: Bot detection / Captcha triggered
18:18:42 | ERROR   | main | ❌ Auto-registration failed: Ошибка при заполнении формы регистрации
18:18:42 | INFO    | scraper | 🔒 Browser closed
18:18:42 | INFO    | scraper | 🔒 Browser closed
18:20:29 | INFO    | main | 🔌 WebSocket connected
18:20:29 | INFO    | main | 🎯 Search started: target=10 domains
18:20:30 | WARNING | scraper | ⚠️ No active accounts in pool. Starting in guest mode.
18:20:30 | INFO    | scraper | ♻️  Legacy reuse: auth.json
18:20:30 | INFO    | scraper | ✅ Browser started for guest
18:20:32 | INFO    | registrator | 📧 Created temp mail: ylj9oa8b4r@dollicons.com
18:20:32 | INFO    | registrator | 🌐 Navigating to registration page...
18:20:33 | INFO    | registrator | ✍️ Filling registration form (username=sergey2ojz)...
18:20:33 | INFO    | registrator | 🚀 Submitting registration form...
18:20:34 | ERROR   | registrator | ❌ Registration failed: Bot detection / Captcha triggered
18:20:34 | ERROR   | main | ❌ Auto-registration failed: Ошибка при заполнении формы регистрации
18:20:34 | INFO    | scraper | 🔒 Browser closed
18:20:34 | INFO    | scraper | 🔒 Browser closed
18:23:35 | INFO    | main | 📦 Initializing database...
18:23:35 | INFO    | main | ✅ Database initialized.
18:23:35 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
18:23:35 | INFO    | main | 🔧 Lifespan: Current loop type: ProactorEventLoop
18:23:35 | INFO    | main | 🔧 Lifespan: WindowsProactorEventLoopPolicy enforced.
18:23:41 | INFO    | main | 🔌 WebSocket connected
18:23:41 | INFO    | main | 🎯 Search started: target=10 domains
18:23:42 | WARNING | scraper | ⚠️ No active accounts in pool. Starting in guest mode.
18:23:42 | INFO    | scraper | ♻️  Legacy reuse: auth.json
18:23:43 | INFO    | scraper | ✅ Browser started for guest
18:23:44 | INFO    | registrator | 📧 Created temp mail: fvf5kpjgu6@dollicons.com
18:23:44 | INFO    | registrator | 🌐 Navigating to registration page...
18:23:45 | INFO    | registrator | ✍️ Filling registration form (username=ivanmkpf)...
18:23:45 | INFO    | registrator | 🚀 Submitting registration form...
18:23:46 | INFO    | registrator | 📍 Registration submission finished. Final URL: https://www.expireddomains.net/message/success/user.message.registersuccess
18:23:46 | INFO    | registrator | ✅ Registration form submitted successfully!
18:23:46 | INFO    | registrator | ⏳ Waiting for activation email (token=eyJ0eXAiOi)...
18:25:50 | ERROR   | registrator | ❌ Activation email not received within timeout.
18:25:50 | ERROR   | main | ❌ Auto-registration failed: Письмо с подтверждением не пришло (Timeout)
18:25:50 | INFO    | scraper | 🔒 Browser closed
18:25:50 | INFO    | scraper | 🔒 Browser closed
18:26:08 | INFO    | main | 🔌 WebSocket connected
18:26:08 | INFO    | main | 🎯 Search started: target=10 domains
18:26:09 | WARNING | scraper | ⚠️ No active accounts in pool. Starting in guest mode.
18:26:09 | INFO    | scraper | ♻️  Legacy reuse: auth.json
18:26:10 | INFO    | scraper | ✅ Browser started for guest
18:26:11 | INFO    | registrator | 📧 Created temp mail: 2yqy96rfxw@dollicons.com
18:26:11 | INFO    | registrator | 🌐 Navigating to registration page...
18:26:12 | INFO    | registrator | ✍️ Filling registration form (username=alexjtmq)...
18:26:12 | INFO    | registrator | 🚀 Submitting registration form...
